cp,colonia,municipio
45596,"La Guadalupana","San Pedro Tlaquepaque"
45597,"El Campesino","San Pedro Tlaquepaque"
45598,Artesanos,"San Pedro Tlaquepaque"
45598,"Artesanos Oriente","San Pedro Tlaquepaque"
45598,Compositores,"San Pedro Tlaquepaque"
45598,"La Romita","San Pedro Tlaquepaque"
45598,"Salvador Vidrio","San Pedro Tlaquepaque"
45599,"Cerro del Cuatro 1ra. Sección","San Pedro Tlaquepaque"
45599,"Cerro del Cuatro 2da. Sección","San Pedro Tlaquepaque"
45599,"El Refugio","San Pedro Tlaquepaque"
45599,"Guadalupe Ejidal 1ra. Sección","San Pedro Tlaquepaque"
45599,"Guadalupe Ejidal 2da Sección","San Pedro Tlaquepaque"
45599,"Guadalupe Ejidal 3ra. Sección","San Pedro Tlaquepaque"
45599,"Huerta de Peña","San Pedro Tlaquepaque"
45599,"Las Terrazas Residencial","San Pedro Tlaquepaque"
45599,"Lomas de Curiel","San Pedro Tlaquepaque"
45599,"Lomas Del 4","San Pedro Tlaquepaque"
45600,"El Mirador Juan Arias","San Pedro Tlaquepaque"
45600,España,"San Pedro Tlaquepaque"
45600,"INFONAVIT Santa Anita","San Pedro Tlaquepaque"
45600,"La Candelaria","San Pedro Tlaquepaque"
45600,"La Caridad","San Pedro Tlaquepaque"
45600,"Ojo de Agua","San Pedro Tlaquepaque"
45600,"Ponciano Arriaga","San Pedro Tlaquepaque"
45600,"Residencial Quinta Nova","San Pedro Tlaquepaque"
45600,"San Francisco","San Pedro Tlaquepaque"
45600,"Santa Anita","San Pedro Tlaquepaque"
45600,"Santa Anita Residencial","San Pedro Tlaquepaque"
45601,"Barrio de San Miguel","San Pedro Tlaquepaque"
45601,"El Real","San Pedro Tlaquepaque"
45601,"Geovillas Los Olivos","San Pedro Tlaquepaque"
45601,"Hacienda del Real","San Pedro Tlaquepaque"
45601,"Indígena San Sebastianito","San Pedro Tlaquepaque"
45601,"Jardines de Miraflores","San Pedro Tlaquepaque"
45601,"La Gigantera","San Pedro Tlaquepaque"
45601,"Loma Verde","San Pedro Tlaquepaque"
45601,"Los Olivos de Tlaquepaque","San Pedro Tlaquepaque"
45601,"Prados de Santa María","San Pedro Tlaquepaque"
45601,"Riveras de San Sebastianito","San Pedro Tlaquepaque"
45601,"San Sebastianito","San Pedro Tlaquepaque"
45601,"Santa María Tequepexpan","San Pedro Tlaquepaque"
45601,Tulipanes,"San Pedro Tlaquepaque"
45601,"Valle de las Heras","San Pedro Tlaquepaque"
45601,"Valle de San Sebastianito","San Pedro Tlaquepaque"
45601,"Valle del Sur","San Pedro Tlaquepaque"
45601,"Villa de Santa María","San Pedro Tlaquepaque"
45602,Antares,"San Pedro Tlaquepaque"
45602,"El Sereno","San Pedro Tlaquepaque"
45602,"Geovillas del Real","San Pedro Tlaquepaque"
45602,"La Calerilla","San Pedro Tlaquepaque"
45602,Loreto,"San Pedro Tlaquepaque"
45604,ITESO,"San Pedro Tlaquepaque"
45605,"Antigua Santa María","San Pedro Tlaquepaque"
45605,Mezquitera,"San Pedro Tlaquepaque"
45605,"Revolucionaria Unidad","San Pedro Tlaquepaque"
45606,"Balcones de Santa María","San Pedro Tlaquepaque"
45606,"Buenos Aires","San Pedro Tlaquepaque"
45606,"Jardines de Santa María","San Pedro Tlaquepaque"
45606,"Loma Linda","San Pedro Tlaquepaque"
45606,"Lomas de San MIguel","San Pedro Tlaquepaque"
45606,"Villas Colón","San Pedro Tlaquepaque"
45607,"Bosque I","San Pedro Tlaquepaque"
45607,"El Mante","San Pedro Tlaquepaque"
45607,"Loma Bonita Poniente","San Pedro Tlaquepaque"
45607,"Lomas de La Victoria","San Pedro Tlaquepaque"
45608,"Cerro Del Tesoro","San Pedro Tlaquepaque"
45608,"El Sáuz","San Pedro Tlaquepaque"
45608,"Loma Bonita Ejidal","San Pedro Tlaquepaque"
45608,"Mirador del Tesoro","San Pedro Tlaquepaque"
45608,"Paisajes del Tesoro","San Pedro Tlaquepaque"
45608,"Parques de Colon","San Pedro Tlaquepaque"
45608,Tecnológico,"San Pedro Tlaquepaque"
45609,"Arroyo Seco","San Pedro Tlaquepaque"
45609,"Haciendas de San José","San Pedro Tlaquepaque"
45609,"Parques de Santa María","San Pedro Tlaquepaque"
45609,"Parques del Bosque","San Pedro Tlaquepaque"
45610,"Pedregal del Bosque","San Pedro Tlaquepaque"
45610,"Real Tulipanes","San Pedro Tlaquepaque"
45610,Toluquilla,"San Pedro Tlaquepaque"
45610,"Tres Pinos","San Pedro Tlaquepaque"
45613,"Paseos del Prado","San Pedro Tlaquepaque"
45615,"Coto Del Carmen","San Pedro Tlaquepaque"
45615,"El Bosque II","San Pedro Tlaquepaque"
45615,"López Cotilla","San Pedro Tlaquepaque"
45615,"Misión Magnolia","San Pedro Tlaquepaque"
45615,"Parques de Santa Cruz del Valle","San Pedro Tlaquepaque"
45615,"Valle de La Misericordia","San Pedro Tlaquepaque"
45615,"Villa Fontana","San Pedro Tlaquepaque"
45618,"Ex-haciendas del Cuatro","San Pedro Tlaquepaque"
45618,"Haciendas de Vista Hermosa","San Pedro Tlaquepaque"
45618,"Juan de La Barrera","San Pedro Tlaquepaque"
45618,"Ojo de Agua","San Pedro Tlaquepaque"
45618,"San Clemente","San Pedro Tlaquepaque"
45618,"Senderos de Tlaquepaque","San Pedro Tlaquepaque"
45618,"Valle Verde","San Pedro Tlaquepaque"
45618,"Vista Hermosa","San Pedro Tlaquepaque"
45619,"Granjas de Monte Negro","San Pedro Tlaquepaque"
45619,"Las Pintas de Abajo","San Pedro Tlaquepaque"
45619,"Paseos Lago","San Pedro Tlaquepaque"
45620,"Plan de Oriente","San Pedro Tlaquepaque"
45620,"Plan del Sur","San Pedro Tlaquepaque"
45623,Atlas,"San Pedro Tlaquepaque"
45623,"El Manantial","San Pedro Tlaquepaque"
45623,Iberoamericano,"San Pedro Tlaquepaque"
45623,"Las Liebres","San Pedro Tlaquepaque"
45623,"Las Liebres","San Pedro Tlaquepaque"
45623,"Portillo Blanco","San Pedro Tlaquepaque"
45625,"Lomas de San Pedrito","San Pedro Tlaquepaque"
45625,"Rinconadas de Los Encinos","San Pedro Tlaquepaque"
45625,"San Pedrito","San Pedro Tlaquepaque"
45625,"Villas de San Miguel","San Pedro Tlaquepaque"
45626,"Cedro Jalisco","San Pedro Tlaquepaque"
45627,"El Zalate","San Pedro Tlaquepaque"
45627,"Los Amiales","San Pedro Tlaquepaque"
45627,"Verde Valle","San Pedro Tlaquepaque"
45628,"Alfredo Barba","San Pedro Tlaquepaque"
45628,"Jardines de San Martín","San Pedro Tlaquepaque"
45628,"Lomas Del Tapatío","San Pedro Tlaquepaque"
45629,"Álvaro Obregón","San Pedro Tlaquepaque"
45629,"El Cerrito","San Pedro Tlaquepaque"
45629,"El Morito","San Pedro Tlaquepaque"
45629,"Jardines del Órgano","San Pedro Tlaquepaque"
45629,"López Mateos","San Pedro Tlaquepaque"
45629,"Mirador de San Martín","San Pedro Tlaquepaque"
45629,"Quintas de Tlaquepaque","San Pedro Tlaquepaque"
45629,"San Martín de las Flores de Abajo","San Pedro Tlaquepaque"
45629,"San Martín de las Flores de Arriba","San Pedro Tlaquepaque"
45629,"Villas del Tapatío","San Pedro Tlaquepaque"
45630,Alameda,"San Pedro Tlaquepaque"
45630,"Cantera Colorada","San Pedro Tlaquepaque"
45630,"Cerro del Jagüey","San Pedro Tlaquepaque"
45630,"El Refugio","San Pedro Tlaquepaque"
45630,"La Pilita","San Pedro Tlaquepaque"
45630,Laderita,"San Pedro Tlaquepaque"
45630,"Ojo de Agua","San Pedro Tlaquepaque"
45630,Tateposco,"San Pedro Tlaquepaque"
45630,Tinajitas,"San Pedro Tlaquepaque"
45638,"Barrios Unidos de Intercolonias","San Pedro Tlaquepaque"
45638,"Cantares del Paraíso","San Pedro Tlaquepaque"
45638,"El Canelo","San Pedro Tlaquepaque"
45638,"El Nogal","San Pedro Tlaquepaque"
45638,"El Sauz","San Pedro Tlaquepaque"
45638,"Emiliano Zapata","San Pedro Tlaquepaque"
45638,"Francisco Silva Romero","San Pedro Tlaquepaque"
45638,Guadalupana,"San Pedro Tlaquepaque"
45638,"Horizontes de Tlaquepaque","San Pedro Tlaquepaque"
45638,"La Arena","San Pedro Tlaquepaque"
45638,"La Artesana","San Pedro Tlaquepaque"
45638,"La Cofradia","San Pedro Tlaquepaque"
45638,"La Puerta","San Pedro Tlaquepaque"
45638,"La Severiana","San Pedro Tlaquepaque"
45638,"Los Hornos","San Pedro Tlaquepaque"
45638,"Los Naranjos","San Pedro Tlaquepaque"
45638,"Los Puestos","San Pedro Tlaquepaque"
45638,"Residentes de San Martín","San Pedro Tlaquepaque"
45638,"San Juan","San Pedro Tlaquepaque"
45638,Santibáñez,"San Pedro Tlaquepaque"
45638,"Sentimientos de La Nación","San Pedro Tlaquepaque"
45638,"Valle del Paraíso","San Pedro Tlaquepaque"
45640,"Arcos de la Cruz","Tlajomulco de Zúñiga"
45640,Banús,"Tlajomulco de Zúñiga"
45640,"Bosques de la Esperanza","Tlajomulco de Zúñiga"
45640,Buenavista,"Tlajomulco de Zúñiga"
45640,"Cima Del Sol","Tlajomulco de Zúñiga"
45640,Cofradía,"Tlajomulco de Zúñiga"
45640,"Cofradia de La Luz","Tlajomulco de Zúñiga"
45640,"Colinas de Santa Anita","Tlajomulco de Zúñiga"
45640,"Colinas Desarrollo","Tlajomulco de Zúñiga"
45640,"El Centarro","Tlajomulco de Zúñiga"
45640,"El Cortijo","Tlajomulco de Zúñiga"
45640,"El Esquivel","Tlajomulco de Zúñiga"
45640,"El Tecolote","Tlajomulco de Zúñiga"
45640,"Hacienda Real","Tlajomulco de Zúñiga"
45640,"Héroes de Nacozari","Tlajomulco de Zúñiga"
45640,"Jardines de Tlajomulco","Tlajomulco de Zúñiga"
45640,"La Lomita","Tlajomulco de Zúñiga"
45640,"La Providencia","Tlajomulco de Zúñiga"
45640,"La Purísima","Tlajomulco de Zúñiga"
45640,"La Teja","Tlajomulco de Zúñiga"
45640,Larios,"Tlajomulco de Zúñiga"
45640,"Las Flores","Tlajomulco de Zúñiga"
45640,"Las Galeanas","Tlajomulco de Zúñiga"
45640,"Las Víboras (Fraccionamiento Valle de las Flores)","Tlajomulco de Zúñiga"
45640,"Lomas de Tejeda Habitacional","Tlajomulco de Zúñiga"
45640,"Lomas de Tejeda ing.","Tlajomulco de Zúñiga"
45640,"Lomas del Pedregal","Tlajomulco de Zúñiga"
45640,"Los Álamos","Tlajomulco de Zúñiga"
45640,"Los Mezquites","Tlajomulco de Zúñiga"
45640,"Los Pinos","Tlajomulco de Zúñiga"
45640,"Mirador del Valle","Tlajomulco de Zúñiga"
45640,"Nuevo Tlajomulco","Tlajomulco de Zúñiga"
45640,Patria,"Tlajomulco de Zúñiga"
45640,"Prados de La Higuera","Tlajomulco de Zúñiga"
45640,"Rancho el Derramadero","Tlajomulco de Zúñiga"
45640,"Rancho el Zapote","Tlajomulco de Zúñiga"
45640,"Rancho los Ocampo","Tlajomulco de Zúñiga"
45640,"Rinconada las Auroras","Tlajomulco de Zúñiga"
45640,"Rinconadas del Sol","Tlajomulco de Zúñiga"
45640,"Santa Cruz de las Flores","Tlajomulco de Zúñiga"
45640,"Tlajomulco Centro","Tlajomulco de Zúñiga"
45640,"Valle de Tlajomulco","Tlajomulco de Zúñiga"
45640,Villanova,"Tlajomulco de Zúñiga"
45641,"El Mirador","Tlajomulco de Zúñiga"
45641,"Hacienda La Noria","Tlajomulco de Zúñiga"
45641,"Lomas de Tejeda","Tlajomulco de Zúñiga"
45641,"Lomas Habitacional","Tlajomulco de Zúñiga"
45641,"Los Sauces","Tlajomulco de Zúñiga"
45641,"Los Tapia","Tlajomulco de Zúñiga"
45641,"Residencial Lomas de Tejeda","Tlajomulco de Zúñiga"
45641,"Rinconada de Los Nogales I y II","Tlajomulco de Zúñiga"
45641,"Tierra de la Esperanza","Tlajomulco de Zúñiga"
45643,"El Palomar","Tlajomulco de Zúñiga"
45643,"El Palomar Secc Balcones","Tlajomulco de Zúñiga"
45643,"El Palomar Secc Bosques","Tlajomulco de Zúñiga"
45643,"El Palomar Secc Cañadas","Tlajomulco de Zúñiga"
45643,"El Palomar Secc Jockey Club","Tlajomulco de Zúñiga"
45643,"El Palomar Secc Panorámica","Tlajomulco de Zúñiga"
45643,"Las Villas","Tlajomulco de Zúñiga"
45643,"Rinconada Del Palomar","Tlajomulco de Zúñiga"
45643,"San Martin Del Tajo","Tlajomulco de Zúñiga"
45644,"La Cruz Vieja (Soledad de Cruz Vieja)","Tlajomulco de Zúñiga"
45644,"Los Tepetates","Tlajomulco de Zúñiga"
45644,"Santa Cruz de la Loma (Tepetates)","Tlajomulco de Zúñiga"
45645,"Arbolada Bosques de Santa Anita","Tlajomulco de Zúñiga"
45645,Bellaterra,"Tlajomulco de Zúñiga"
45645,"Bonanza Residencial","Tlajomulco de Zúñiga"
45645,"Bosque Real","Tlajomulco de Zúñiga"
45645,"Bosques de Las Moras","Tlajomulco de Zúñiga"
45645,"Bosques de Santa Anita","Tlajomulco de Zúñiga"
45645,"Campo Nogal","Tlajomulco de Zúñiga"
45645,"Cañada Santa Anita","Tlajomulco de Zúñiga"
45645,"Club de Golf Santa Anita","Tlajomulco de Zúñiga"
45645,"Cortijo de San Agustin","Tlajomulco de Zúñiga"
45645,"Coto Nueva Galicia","Tlajomulco de Zúñiga"
45645,"Del Pilar Residencial","Tlajomulco de Zúñiga"
45645,"El Alcázar (Casa Fuerte)","Tlajomulco de Zúñiga"
45645,"El Manantial","Tlajomulco de Zúñiga"
45645,"El Oro","Tlajomulco de Zúñiga"
45645,"Hacienda del Oro","Tlajomulco de Zúñiga"
45645,"Hacienda La Candelaria","Tlajomulco de Zúñiga"
45645,"Hacienda San Agustin","Tlajomulco de Zúñiga"
45645,Jade,"Tlajomulco de Zúñiga"
45645,"La Loma","Tlajomulco de Zúñiga"
45645,"La Loma Residencial","Tlajomulco de Zúñiga"
45645,"Lago Nogal","Tlajomulco de Zúñiga"
45645,"Las Varitas","Tlajomulco de Zúñiga"
45645,"Lomas de Santa Anita","Tlajomulco de Zúñiga"
45645,"Los Gavilanes","Tlajomulco de Zúñiga"
45645,"Los Gavilanes Poniente","Tlajomulco de Zúñiga"
45645,"Los Laureles","Tlajomulco de Zúñiga"
45645,"Los Naranjos","Tlajomulco de Zúñiga"
45645,"Monte Benarés","Tlajomulco de Zúñiga"
45645,Naturezza,"Tlajomulco de Zúñiga"
45645,"Nicolás R Casillas","Tlajomulco de Zúñiga"
45645,"Nueva Galicia Residencial","Tlajomulco de Zúñiga"
45645,"Primavera Santa Anita","Tlajomulco de Zúñiga"
45645,"Pueblo Bonito","Tlajomulco de Zúñiga"
45645,"Real de Santa Anita","Tlajomulco de Zúñiga"
45645,"Real del Bosque","Tlajomulco de Zúñiga"
45645,"Residencial Provenza (La Romana)","Tlajomulco de Zúñiga"
45645,"Rinconada Santa Anita","Tlajomulco de Zúñiga"
45645,"San Agustin","Tlajomulco de Zúñiga"
45645,"San Antonio Lagunitas","Tlajomulco de Zúñiga"
45645,"San José del Tajo","Tlajomulco de Zúñiga"
45645,"Santa Anita","Tlajomulco de Zúñiga"
45645,"Santa Anita Camino Real","Tlajomulco de Zúñiga"
45645,"Santa Isabel","Tlajomulco de Zúñiga"
45645,"Sendero las Moras","Tlajomulco de Zúñiga"
45645,"Villa California","Tlajomulco de Zúñiga"
45645,"Villa Real","Tlajomulco de Zúñiga"
45645,"Villas de San Agustin","Tlajomulco de Zúñiga"
45645,"Villas de Santa Anita","Tlajomulco de Zúñiga"
45645,"Vistas de San Agustin","Tlajomulco de Zúñiga"
45646,"Acueducto San Agustín","Tlajomulco de Zúñiga"
45646,"Acueducto San Javier","Tlajomulco de Zúñiga"
45646,"El Renacimiento","Tlajomulco de Zúñiga"
45646,"Haciendas Del Sur","Tlajomulco de Zúñiga"
45646,"Los Álamos","Tlajomulco de Zúñiga"
45646,Mirage,"Tlajomulco de Zúñiga"
45646,"Senderos de Monte Verde","Tlajomulco de Zúñiga"
45646,"Villas Camino Real de Colima","Tlajomulco de Zúñiga"
45646,"Villas Santa Sofía","Tlajomulco de Zúñiga"
45647,"Cuatro Camichines de La Tijera","Tlajomulco de Zúñiga"
45647,"Hacienda La Tijera","Tlajomulco de Zúñiga"
45647,"Jardín de Las Moras","Tlajomulco de Zúñiga"
45647,"La Tijera","Tlajomulco de Zúñiga"
45647,"Las Amapas","Tlajomulco de Zúñiga"
45647,"Las Moras","Tlajomulco de Zúñiga"
45647,Tulipanes,"Tlajomulco de Zúñiga"
45647,"Villas de La Tijera","Tlajomulco de Zúñiga"
45650,"Balcones de Santa Anita","Tlajomulco de Zúñiga"
45650,"Colinas del Roble","Tlajomulco de Zúñiga"
45650,"El Arroyo","Tlajomulco de Zúñiga"
45650,"El Chirimoyo","Tlajomulco de Zúñiga"
45650,"El Ojo de Agua","Tlajomulco de Zúñiga"
45650,"El Paraíso","Tlajomulco de Zúñiga"
45650,"Huertas Productivas de Jalisco","Tlajomulco de Zúñiga"
45650,"Jardines de San Sebastián","Tlajomulco de Zúñiga"
45650,"Jardines de Verano","Tlajomulco de Zúñiga"
45650,"La Fortuna","Tlajomulco de Zúñiga"
45650,"La Fresa [Dulcera]","Tlajomulco de Zúñiga"
45650,"La Roca","Tlajomulco de Zúñiga"
45650,"Las Casas de San Sebastián","Tlajomulco de Zúñiga"
45650,"Lomas de San Agustin","Tlajomulco de Zúñiga"
45650,"Lomas de San Agustin II","Tlajomulco de Zúñiga"
45650,"Lomas Del Sur","Tlajomulco de Zúñiga"
45650,"Los Abedúles","Tlajomulco de Zúñiga"
45650,"Los Arcos de San Sebastián","Tlajomulco de Zúñiga"
45650,"Los Portales de San Sebastián","Tlajomulco de Zúñiga"
45650,"Paseo de Las Aves","Tlajomulco de Zúñiga"
45650,"Rancho Grande","Tlajomulco de Zúñiga"
45650,"Rinconada de San Sebastián","Tlajomulco de Zúñiga"
45650,"San Antonio","Tlajomulco de Zúñiga"
45650,"San Miguel Residencial","Tlajomulco de Zúñiga"
45650,"San Pablo","Tlajomulco de Zúñiga"
45650,"San Sebastián El Grande","Tlajomulco de Zúñiga"
45650,"Santa Anita","Tlajomulco de Zúñiga"
45650,"Valle de los Encinos","Tlajomulco de Zúñiga"
45650,"Valle de San Sebastián","Tlajomulco de Zúñiga"
45650,"Villas de San Sebastián","Tlajomulco de Zúñiga"
45650,"Villas de Zapotepec","Tlajomulco de Zúñiga"
45650,"Villas del Edén","Tlajomulco de Zúñiga"
45650,"Villas Terranova","Tlajomulco de Zúñiga"
45650,"Vistas del Valle","Tlajomulco de Zúñiga"
45653,Chulavista,"Tlajomulco de Zúñiga"
45653,"Colina de la Cruz","Tlajomulco de Zúñiga"
45653,"Concepción Del Valle","Tlajomulco de Zúñiga"
45653,"Hacienda Santa Fe","Tlajomulco de Zúñiga"
45653,"La Troje","Tlajomulco de Zúñiga"
45653,"Lomas del Mirador","Tlajomulco de Zúñiga"
45653,"Los Cantaros","Tlajomulco de Zúñiga"
45653,"Los Encinos","Tlajomulco de Zúñiga"
45653,"San Jose Del Valle","Tlajomulco de Zúñiga"
45653,"Valle Dorado","Tlajomulco de Zúñiga"
45653,"Villa Fontana Aqua","Tlajomulco de Zúñiga"
45653,Villalta,"Tlajomulco de Zúñiga"
45654,"Altus Bosques","Tlajomulco de Zúñiga"
45654,"Arboledas Plus","Tlajomulco de Zúñiga"
45654,Belcanto,"Tlajomulco de Zúñiga"
45654,"El Paraíso","Tlajomulco de Zúñiga"
45654,"Jardines Del Edén","Tlajomulco de Zúñiga"
45654,"La Arbolada","Tlajomulco de Zúñiga"
45654,"La Concha","Tlajomulco de Zúñiga"
45654,"La Esperanza","Tlajomulco de Zúñiga"
45654,"La Unión Del 4","Tlajomulco de Zúñiga"
45654,"Los Fresnos","Tlajomulco de Zúñiga"
45654,"Luis Donaldo Colosio","Tlajomulco de Zúñiga"
45654,Multiplaza,"Tlajomulco de Zúñiga"
45654,"Puerta del Sol","Tlajomulco de Zúñiga"
45654,"Punta Coral Aqua","Tlajomulco de Zúñiga"
45654,"Real del Sol","Tlajomulco de Zúñiga"
45654,"Real Del Valle","Tlajomulco de Zúñiga"
45654,"San José Residencial","Tlajomulco de Zúñiga"
45654,"Senderos Del Valle","Tlajomulco de Zúñiga"
45654,"Villa Esmeralda","Tlajomulco de Zúñiga"
45654,"Villas de La Hacienda","Tlajomulco de Zúñiga"
45655,"Quintas del Valle","Tlajomulco de Zúñiga"
45655,"Santa Cruz Del Valle","Tlajomulco de Zúñiga"
45656,"Campo Sur","Tlajomulco de Zúñiga"
45656,"Hacienda los Eucaliptos","Tlajomulco de Zúñiga"
45659,"Guadalajara (Miguel Hidalgo y Costilla)","Tlajomulco de Zúñiga"
45660,Cuyutlan,"Tlajomulco de Zúñiga"
45660,"Lomas de San Diego","Tlajomulco de Zúñiga"
45660,"Nuevo San Miguel I y II","Tlajomulco de Zúñiga"
45660,"Pedregal de San Miguel","Tlajomulco de Zúñiga"
45660,"San Diego","Tlajomulco de Zúñiga"
45660,"San Miguel Cuyutlan","Tlajomulco de Zúñiga"
45663,"Coto del Valle","Tlajomulco de Zúñiga"
45663,"Las Gaviotas","Tlajomulco de Zúñiga"
45663,"San Lucas Evangelista","Tlajomulco de Zúñiga"
45664,Cuexcomatitlán,"Tlajomulco de Zúñiga"
45665,"San Juan Evangelista (San Juan)","Tlajomulco de Zúñiga"
45668,"Cerro Viejo","Tlajomulco de Zúñiga"
45670,Arvento,"Tlajomulco de Zúñiga"
45670,Cajititlán,"Tlajomulco de Zúñiga"
45670,"Colinas de Cajititlán","Tlajomulco de Zúñiga"
45670,"La Noria de Los Reyes","Tlajomulco de Zúñiga"
45670,"Tres Reyes","Tlajomulco de Zúñiga"
45672,"El Zapote Del Valle","Tlajomulco de Zúñiga"
45672,"Paseos del Valle","Tlajomulco de Zúñiga"
45672,"Rancho Alegre","Tlajomulco de Zúñiga"
45672,"Refugio Del Valle","Tlajomulco de Zúñiga"
45673,"Vistas de Monteblanco","Tlajomulco de Zúñiga"
45675,"Colinas del Paraíso I y II","Tlajomulco de Zúñiga"
45675,"El Capulín","Tlajomulco de Zúñiga"
45675,"Jardines del Capulín","Tlajomulco de Zúñiga"
45675,"Nuevo Progreso","Tlajomulco de Zúñiga"
45675,"Paseo de Los Agaves","Tlajomulco de Zúñiga"
45676,"Jardines de La Calera","Tlajomulco de Zúñiga"
45677,"Balcones de La Calera","Tlajomulco de Zúñiga"
45678,"La Calera","Tlajomulco de Zúñiga"
45679,Alameda,"Tlajomulco de Zúñiga"
45679,"Jardines de La Alameda","Tlajomulco de Zúñiga"
45679,"Los Ciruelos","Tlajomulco de Zúñiga"
45679,"Parque Industrial Aeropuerto","Tlajomulco de Zúñiga"
45679,"Villas de la Alameda","Tlajomulco de Zúñiga"
45400,Altamira,Tonalá
45400,Arroyos,Tonalá
45400,"Bajío de la Mesa",Tonalá
45400,"Balcones Del Sol",Tonalá
45400,Bellavista,Tonalá
45400,"Buenos Aires",Tonalá
45400,Cañon,Tonalá
45400,Cihualpilli,Tonalá
45400,"Colinas de Altamira",Tonalá
45400,"Colinas de San Carlos",Tonalá
45400,"Colonia del Sur",Tonalá
45400,Colorines,Tonalá
45400,Comolca,Tonalá
45400,Concha,Tonalá
45400,Cuchara,Tonalá
45400,"El Amial",Tonalá
45400,"El Mirador",Tonalá
45400,"El Remolino",Tonalá
45400,"El Zapote",Tonalá
45400,"Fidel Velázquez",Tonalá
45400,"Hidalgo de Tonala",Tonalá
45400,"Jardines de San Rafael",Tonalá
45400,"Jardines de Tonala",Tonalá
45400,"La Alberca",Tonalá
45400,"La Cabaña",Tonalá
45400,"La Comolea",Tonalá
45400,"La Mesa I",Tonalá
45400,"La Mesa II",Tonalá
45400,"La Providencia",Tonalá
45400,"Las Gabrielas",Tonalá
45400,"Loma Sur",Tonalá
45400,"Lomas de Tonalá",Tonalá
45400,"Mirador de La Reyna",Tonalá
45400,"Mirador Del Sol",Tonalá
45400,"Misión Del Campanario",Tonalá
45400,Pachaguillo,Tonalá
45400,Pirul,Tonalá
45400,"Poder Popular",Tonalá
45400,"Potrerito Beccerros",Tonalá
45400,"Praderas Del Sol",Tonalá
45400,"Prados Tonalá",Tonalá
45400,"Pueblito Del Sol",Tonalá
45400,"Ricardo Flores Magón",Tonalá
45400,"Rinconada de los Cerezos",Tonalá
45400,"Rinconada Tonalá",Tonalá
45400,"Rinconadas Del Sol",Tonalá
45400,"San Elias",Tonalá
45400,"San Mateo",Tonalá
45400,"Sillita Zapote",Tonalá
45400,Tenamaxtle,Tonalá
45400,"Tonalá Centro",Tonalá
45400,Tonaltecas,Tonalá
45400,"Tonaltecas II",Tonalá
45400,"Valle Del Sol",Tonalá
45400,"Vistas del Valle",Tonalá
45400,"Vistas Tonallán",Tonalá
45400,Xicoxochitl,Tonalá
45402,Alfareros,Tonalá
45402,Alpinos,Tonalá
45402,"Amiales Ciudad Aztlán",Tonalá
45402,"Anexo Ciudad Aztlán",Tonalá
45402,"Barrio Nuevo",Tonalá
45402,"Ciudad Aztlán",Tonalá
45402,"Colinas de Tonalá",Tonalá
45402,"Colonos Ciudad Aztlán",Tonalá
45402,"El Barro",Tonalá
45402,"El Cerrito",Tonalá
45402,"El Cerro",Tonalá
45402,"Francisco Villa",Tonalá
45402,"Fuentes Del Nilo",Tonalá
45402,"Industrial Nueva Central Camionera",Tonalá
45402,Ladera,Tonalá
45402,Lagunero,Tonalá
45402,Larguero,Tonalá
45402,"Linda Vista",Tonalá
45402,"Loma Dorada Ejidal",Tonalá
45402,"Loma Dorada Secc A",Tonalá
45402,"Loma Dorada Secc B",Tonalá
45402,"Loma Dorada Secc C",Tonalá
45402,"Loma Dorada Secc D",Tonalá
45402,"Lomas Del Manantial",Tonalá
45402,"Los Cuadros",Tonalá
45402,"Los Liberales",Tonalá
45402,"Los Músicos",Tonalá
45402,"Nuevo Santa Cruz",Tonalá
45402,Pedregal,Tonalá
45402,"Privada Torres",Tonalá
45402,"Quintana Catalina",Tonalá
45402,"Rey Xolotl",Tonalá
45402,"Santa Cruz de las Huertas",Tonalá
45402,Torres,Tonalá
45402,"Villas Artesanos",Tonalá
45403,"Agua Escondida",Tonalá
45403,"Buenos Aires",Tonalá
45403,Cipreses,Tonalá
45403,"Colinas de La Cruz",Tonalá
45403,"Colinas Santa Cruz II",Tonalá
45403,"Del Valle",Tonalá
45403,"El Bajío de Santa Cruz",Tonalá
45403,"El Doradito",Tonalá
45403,"Flores Magón I Fracc",Tonalá
45403,"Flores Magón II",Tonalá
45403,"Hacienda San Francisco",Tonalá
45403,"INFONAVIT La Soledad",Tonalá
45403,"INFONAVIT Río Nilo",Tonalá
45403,"La Quinta",Tonalá
45403,"Lomas de La Soledad",Tonalá
45403,"Lomas de los Pájaros",Tonalá
45403,"Lomas del Camichin",Tonalá
45403,"Los Camichines I",Tonalá
45403,"Los Camichines II",Tonalá
45403,"Los Camichines III",Tonalá
45403,"Los Pocitos",Tonalá
45403,Maravillas,Tonalá
45403,"Paseos Del Valle",Tonalá
45403,"Plaza Camichines",Tonalá
45403,"Real Patria",Tonalá
45403,"Rinconada de la Presa",Tonalá
45403,"Rinconada del Árbol",Tonalá
45403,"Rinconada San Francisco",Tonalá
45403,"Torres de Rio Nilo",Tonalá
45403,"Villas de Guadalupe de Tonalá",Tonalá
45403,"Villas de Oriente",Tonalá
45403,"Villas de Oriente II",Tonalá
45404,"20 de Noviembre I",Tonalá
45404,"20 de Noviembre II",Tonalá
45404,Adobera,Tonalá
45404,Aguajomate,Tonalá
45404,Águilas,Tonalá
45404,"Balcones del Rosario",Tonalá
